iter	RMSE
185	2119.71687
186	2118.294462
187	2116.91911
188	2115.410241
189	2113.945845
190	2112.647736
191	2111.302012
192	2109.90279
193	2108.641198
194	2107.448883
195	2106.229569
196	2104.977201
197	2103.686338
198	2102.443549
199	2101.226021
200	2100.016729
201	2098.727176
202	2097.386972
203	2096.02927
204	2094.729641
205	2093.519547
206	2092.259789
207	2091.091851
208	2089.95103
209	2088.772605
210	2087.667618
211	2086.450486
212	2085.24123
213	2084.107458
214	2083.010387
215	2082.033175
216	2080.934596
217	2079.805041
218	2078.776548
219	2077.69833
220	2076.574623
221	2075.505274
222	2074.516633
223	2073.462555
224	2072.36222
225	2071.29185
226	2070.35147
227	2069.326326
228	2068.294814
229	2067.27235
230	2066.232984
231	2065.266609
232	2064.279639
233	2063.259484
234	2062.410726
235	2061.435047
236	2060.419548
237	2059.51896
238	2058.584304
239	2057.594328
240	2056.741452
241	2055.880327
242	2054.944389
243	2054.061162
244	2053.129219
245	2052.175898
246	2051.338146
247	2050.466896
248	2049.65332
249	2048.867406
250	2048.025152
251	2047.158269
252	2046.416407
253	2045.564188
254	2044.704414
255	2043.896355
256	2043.100517
257	2042.323906
258	2041.567907
259	2040.710667
260	2039.876238
261	2039.538831
262	2038.803541
263	2038.045734
264	2037.212338
265	2036.402702
266	2035.618213
267	2034.870774
268	2034.110963
269	2033.38656
270	2032.678761
271	2031.989904
272	2031.204309
273	2030.611747
274	2030.493533
275	2030.293429
276	2030.147674
277	2029.485686
278	2028.693513
279	2027.977734
280	2027.225802
281	2026.541676
282	2025.80438
283	2025.105165
284	2024.974208
285	2024.252889
286	2023.530913
287	2022.780613
288	2022.607473
289	2022.133476
290	2021.453732
291	2020.733129
292	2020.580362
293	2019.83775
294	2019.108167
295	2018.403105
296	2017.804444
297	2017.145557
298	2016.411037
299	2015.732877
300	2015.595296
301	2014.996301
302	2014.30689
303	2013.649817
304	2013.508002
305	2012.891328
306	2012.25401
307	2011.633155
308	2011.058403
309	2010.379506
310	2009.759515
311	2009.099197
312	2008.496537
313	2007.740921
314	2007.594439
315	2007.006512
316	2006.384237
317	2005.880094
318	2005.233245
319	2005.096163
320	2004.912171
321	2004.366106
322	2003.881904
323	2003.349257
324	2003.257046
325	2002.648695
326	2001.899107
327	2001.050273
328	2000.955006
329	2000.297301
330	1999.595451
331	1999.485053
332	1998.908037
333	1998.275332
334	1997.732061
335	1997.122363
336	1996.528047
337	1996.412774
338	1995.871907
339	1995.293845
340	1994.839158
341	1994.401097
342	1993.908122
343	1993.760946
344	1993.108541
345	1992.667431
346	1992.113159
347	1991.671398
348	1991.546264
349	1990.99771
350	1990.900389
351	1990.231317
352	1989.562974
353	1988.912525
354	1988.328605
355	1987.772039
356	1987.349277
357	1987.225152
358	1986.597975
359	1986.134814
360	1985.654477
361	1985.144293
362	1984.650619
363	1984.028203
364	1983.66404
365	1983.549241
366	1982.931926
367	1982.487939
368	1982.378035
369	1981.831547
370	1981.244547
371	1980.797836
372	1980.329506
373	1979.807583
374	1979.326388
375	1978.709291
376	1978.633923
377	1978.546339
378	1978.050826
379	1977.934395
380	1977.444445
381	1977.110994
382	1976.727034
383	1976.64539
384	1976.071144
385	1975.487929
386	1975.395365
387	1974.943402
388	1974.552986
389	1974.159407
390	1973.725723
391	1973.616223
392	1973.511082
393	1973.408727
394	1973.305481
395	1972.824937
396	1972.714344
397	1972.650472
398	1972.184135
399	1971.557952
400	1971.463407
401	1971.241203
402	1970.605108
403	1970.161882
404	1970.068068
405	1969.675031
406	1969.580917
407	1969.485508
408	1969.391774
409	1969.306636
410	1969.223721
411	1968.586643
412	1968.488311
413	1968.204175
414	1967.769957
415	1967.686914
416	1967.593445
417	1967.497996
418	1967.16155
419	1967.054244
420	1966.565779
421	1966.475282
422	1966.236686
423	1965.800998
424	1965.705713
425	1965.504031
426	1965.42272
427	1964.989716
428	1964.90805
429	1964.337079
430	1964.254751
431	1964.168197
432	1963.882183
433	1963.265671
434	1963.190462
435	1962.676521
436	1962.566904
437	1962.484733
438	1962.405464
439	1962.066144
440	1961.528699
441	1961.446811
442	1960.908098
443	1960.826227
444	1960.758414
445	1960.691008
446	1960.59736
447	1960.080427
448	1960.015201
449	1959.475722
450	1959.141936
451	1958.653117
452	1958.570073
453	1958.511535
454	1958.439387
455	1958.131165
456	1958.094896
457	1957.998625
458	1957.731933
459	1957.491712
460	1957.421334
461	1957.350185
462	1956.869091
463	1956.791921
464	1956.729259
465	1956.651392
466	1956.104781
467	1956.03871
468	1955.660465
469	1955.625701
470	1955.389616
471	1955.31287
472	1955.241661
473	1954.775112
474	1954.701497
475	1954.2508
476	1953.891242
477	1953.378232
478	1953.173013
479	1952.708767
480	1952.232496
481	1952.159291
482	1952.092077
483	1952.036372
484	1951.56834
485	1951.108071
486	1950.760071
487	1950.32203
488	1949.859759
489	1949.827205
490	1949.756672
491	1949.680767
492	1949.429633
493	1948.901906
494	1948.843902
495	1948.395013
496	1948.023452
497	1947.971438
498	1947.499406
499	1947.438171
500	1947.018921
501	1946.740311
502	1946.511863
503	1946.45766
504	1946.035672
505	1945.981764
506	1945.947195
507	1945.892224
508	1945.825544
509	1945.44013
510	1945.375206
511	1944.970876
512	1944.918683
513	1944.852855
514	1944.425608
515	1944.368111
516	1944.338825
517	1943.903695
518	1943.486518
519	1943.441796
520	1942.98468
521	1942.605548
522	1942.184584
523	1942.136994
524	1941.886297
525	1941.426909
526	1941.37918
527	1941.307685
528	1941.073939
529	1940.740995
530	1940.671139
531	1940.226698
532	1940.17778
533	1940.108813
534	1939.743307
535	1939.321328
536	1939.27305
537	1939.217424
538	1938.775828
539	1938.720678
540	1938.281615
541	1937.915562
542	1937.454022
543	1937.409469
544	1936.976591
545	1936.931491
546	1936.878265
547	1936.632602
548	1936.605312
549	1936.159685
550	1935.844466
551	1935.489006
552	1935.230582
553	1934.744934
554	1934.687151
555	1934.579706
556	1934.275692
557	1934.2212
558	1933.898214
559	1933.855052
560	1933.815297
561	1933.764681
562	1933.43523
563	1933.38967
564	1932.997211
565	1932.695818
566	1932.286382
567	1932.131133
568	1931.778206
569	1931.384974
570	1931.333736
571	1931.151127
572	1930.731761
573	1930.446992
574	1930.10784
575	1929.778924
576	1929.392062
577	1929.341104
578	1929.079641
579	1928.931374
580	1928.776673
581	1928.734196
582	1928.447749
583	1928.400024
584	1928.056065
585	1928.029636
586	1927.893363
587	1927.513997
588	1927.468958
589	1927.444035
590	1927.192336
591	1927.158165
592	1927.116726
593	1926.927056
594	1926.535989
595	1926.181656
596	1925.922312
597	1925.876547
598	1925.660503
599	1925.376146
600	1924.939902
601	1924.649299
602	1924.415212
603	1924.186389
604	1924.1426
605	1923.816474
606	1923.467693
607	1923.308318
608	1923.022883
609	1922.671618
610	1922.32916
611	1922.177644
612	1921.887813
613	1921.856962
614	1921.541976
615	1921.509197
616	1921.45653
617	1921.097964
618	1920.712531
619	1920.426991
620	1920.141019
621	1919.820662
622	1919.50531
623	1919.478195
624	1919.138712
625	1918.851328
626	1918.621898
627	1918.576733
628	1918.189867
629	1917.860462
630	1917.568316
631	1917.318589
632	1917.135567
633	1917.101163
634	1916.810393
635	1916.477144
636	1916.192276
637	1915.801447
638	1915.63116
639	1915.347197
640	1915.200954
641	1914.869594
642	1914.612751
643	1914.355394
644	1914.33287
645	1914.310152
646	1914.031021
647	1913.985621
648	1913.667059
649	1913.475119
650	1913.232242
651	1913.189676
652	1912.929825
653	1912.892985
654	1912.569455
655	1912.223152
656	1911.881727
657	1911.615766
658	1911.452742
659	1911.203383
660	1911.171318
661	1910.900672
662	1910.659761
663	1910.333677
664	1910.009217
665	1909.867279
666	1909.658064
667	1909.399095
668	1909.154537
669	1908.881515
670	1908.604484
671	1908.268083
672	1907.911818
673	1907.633947
674	1907.295044
675	1906.99721
676	1906.721377
677	1906.668229
678	1906.393765
679	1906.130989
680	1906.099383
681	1905.944239
682	1905.674221
683	1905.591622
684	1905.54939
685	1905.513992
686	1905.29434
687	1904.994974
688	1904.764629
689	1904.476446
690	1904.350713
691	1904.07011
692	1903.901867
693	1903.69093
694	1903.659995
695	1903.622958
696	1903.422533
697	1903.190986
698	1902.918782
699	1902.717434
700	1902.692121
701	1902.451053
702	1902.249628
703	1902.230726
704	1901.930004
705	1901.911361
706	1901.679686
707	1901.465964
708	1901.388047
709	1901.181271
710	1900.934623
711	1900.898323
712	1900.637189
713	1900.432931
714	1900.20213
715	1899.976302
716	1899.943124
717	1899.91927
718	1899.887461
719	1899.629699
720	1899.506189
721	1899.261373
722	1899.23213
723	1898.981625
724	1898.951677
725	1898.628274
726	1898.390077
727	1898.09756
728	1897.794795
729	1897.775269
730	1897.56133
731	1897.299839
732	1897.250963
733	1897.06448
734	1896.829953
735	1896.58425
736	1896.29694
737	1896.280821
738	1896.148908
739	1895.968616
740	1895.755842
741	1895.429604
742	1895.236533
743	1895.014366
744	1894.799624
745	1894.64682
746	1894.364726
747	1894.08691
748	1894.047744
749	1894.038149
750	1893.835355
751	1893.558436
752	1893.375658
753	1893.194389
754	1892.895848
755	1892.86845
756	1892.571409
757	1892.395963
758	1892.078276
759	1892.046307
760	1892.000344
761	1891.960127
762	1891.737604
763	1891.490835
764	1891.45721
765	1891.298367
766	1891.080994
767	1891.012117
768	1890.706618
769	1890.559372
770	1890.533373
771	1890.512933
772	1890.263979
773	1890.011902
774	1889.98661
775	1889.804997
776	1889.456031
777	1889.334725
778	1889.314012
779	1889.115384
780	1889.036938
781	1888.76096
782	1888.571666
783	1888.36875
784	1888.1009
785	1887.897362
786	1887.636989
787	1887.486494
788	1887.284323
789	1887.009396
790	1886.726754
791	1886.508269
792	1886.455527
793	1886.269775
794	1886.067367
795	1885.807147
796	1885.591865
797	1885.459424
798	1885.242807
799	1885.110836
800	1884.990029
801	1884.758064
802	1884.481518
803	1884.234636
804	1883.990791
805	1883.80069
806	1883.532691
807	1883.324192
808	1883.209309
809	1882.97289
810	1882.683779
811	1882.489007
812	1882.356033
813	1882.094402
814	1881.92883
815	1881.755656
816	1881.558947
817	1881.370725
818	1881.212661
819	1880.978689
820	1880.744325
821	1880.582614
822	1880.440877
823	1880.159864
824	1880.045818
825	1879.776072
826	1879.591109
827	1879.373218
828	1879.165702
829	1878.881318
830	1878.683735
831	1878.515967
832	1878.289016
833	1878.029135
834	1877.983146
835	1877.709501
836	1877.69576
837	1877.539577
838	1877.401514
839	1877.148488
840	1877.085831
841	1876.92128
842	1876.756478
843	1876.610868
844	1876.46284
845	1876.439424
846	1876.203798
847	1876.095338
848	1876.073249
849	1875.854528
850	1875.821697
851	1875.65375
852	1875.623889
853	1875.518585
854	1875.247346
855	1875.22835
856	1875.205781
857	1874.970126
858	1874.783487
859	1874.60891
860	1874.438391
861	1874.203784
862	1874.107732
863	1873.93104
864	1873.801707
865	1873.582629
866	1873.461072
867	1873.28368
868	1873.187874
869	1873.010149
870	1872.84514
871	1872.675142
872	1872.491433
873	1872.322837
874	1872.152536
875	1871.937979
876	1871.757925
877	1871.71031
878	1871.55732
879	1871.396366
880	1871.201368
881	1871.061155
882	1870.804313
883	1870.555646
884	1870.385279
885	1870.138199
886	1869.994542
887	1869.712204
888	1869.550873
889	1869.532654
890	1869.40173
891	1869.285018
892	1869.240166
893	1869.140025
894	1869.10987
895	1868.878829
896	1868.78947
897	1868.581608
898	1868.371869
899	1868.214589
900	1868.125908
901	1867.927886
902	1867.693786
903	1867.498893
904	1867.473032
905	1867.225732
906	1867.058554
907	1867.032112
908	1866.868159
909	1866.633687
910	1866.455038
911	1866.246524
912	1866.100764
913	1865.984606
914	1865.806163
915	1865.666028
916	1865.458686
917	1865.325168
918	1865.197012
919	1865.019335
920	1864.887112
921	1864.733036
922	1864.71198
923	1864.575521
924	1864.251672
925	1864.053714
926	1864.036482
927	1863.976746
928	1863.804694
929	1863.63852
930	1863.44346
931	1863.28204
932	1863.132496
933	1863.090023
934	1863.0758
935	1863.013352
936	1862.838605
937	1862.680989
938	1862.569904
939	1862.403863
940	1862.248251
941	1862.119745
942	1861.96347
943	1861.810705
944	1861.723421
945	1861.596161
946	1861.399258
947	1861.320526
948	1861.15706
949	1861.017076
950	1860.839658
951	1860.830987
952	1860.699467
953	1860.586844
954	1860.389907
955	1860.211745
956	1860.186361
957	1859.995991
958	1859.88341
959	1859.704352
960	1859.580472
961	1859.334328
962	1859.177171
963	1859.149284
964	1858.957366
965	1858.789593
966	1858.610117
967	1858.491398
968	1858.472016
969	1858.317947
970	1858.160398
971	1858.137335
972	1858.119587
973	1858.107305
974	1857.955244
975	1857.770648
976	1857.579784
977	1857.527937
978	1857.41879
979	1857.392255
980	1857.377814
981	1857.358587
982	1857.337364
983	1857.169994
984	1856.979648
985	1856.780625
986	1856.608248
987	1856.47401
988	1856.287047
989	1856.07881
990	1855.954344
991	1855.825984
992	1855.677634
993	1855.541562
994	1855.390988
995	1855.358029
996	1855.16596
997	1855.030806
998	1854.914934
999	1854.721905
1000	1854.578682
1001	1854.344069
1002	1854.230347
1003	1854.058888
1004	1854.019574
1005	1853.842716
1006	1853.768408
1007	1853.608034
1008	1853.50552
1009	1853.354793
1010	1853.169287
1011	1853.043093
1012	1852.871466
1013	1852.709948
1014	1852.591916
1015	1852.400095
1016	1852.278676
1017	1852.150838
1018	1852.030022
1019	1851.899835
1020	1851.731175
1021	1851.640449
1022	1851.482975
1023	1851.340858
1024	1851.176754
1025	1851.049259
1026	1850.928001
1027	1850.768586
1028	1850.622058
1029	1850.485549
1030	1850.340793
1031	1850.196837
1032	1850.182633
1033	1850.142418
1034	1850.118342
1035	1849.863922
1036	1849.84775
1037	1849.658982
1038	1849.544839
1039	1849.417177
1040	1849.278272
1041	1849.115387
1042	1849.100152
1043	1848.954709
1044	1848.840054
1045	1848.717134
1046	1848.563401
1047	1848.541993
1048	1848.463885
1049	1848.32127
1050	1848.171673
1051	1848.030512
1052	1847.85072
1053	1847.818006
1054	1847.742092
1055	1847.555568
1056	1847.41665
1057	1847.398149
1058	1847.362523
1059	1847.343921
1060	1847.232721
1061	1847.200733
1062	1847.060182
1063	1846.895598
1064	1846.713824
1065	1846.592829
1066	1846.484092
1067	1846.38329
1068	1846.264364
1069	1846.126072
1070	1846.099459
1071	1845.93376
1072	1845.799164
1073	1845.71327
1074	1845.618694
1075	1845.476298
1076	1845.32886
1077	1845.223945
1078	1845.070709
1079	1845.04855
1080	1844.945898
1081	1844.778713
1082	1844.678161
1083	1844.524523
1084	1844.373012
1085	1844.220201
1086	1844.090356
1087	1844.00503
1088	1843.892972
1089	1843.734712
1090	1843.704041
1091	1843.577285
1092	1843.403452
1093	1843.306962
1094	1843.149518
1095	1843.00656
1096	1842.837786
1097	1842.68834
1098	1842.516067
1099	1842.403804
1100	1842.333782
1101	1842.233507
1102	1842.083998
1103	1841.937135
1104	1841.790148
1105	1841.771991
1106	1841.635884
1107	1841.463801
1108	1841.304111
1109	1841.16596
1110	1841.05782
1111	1840.97177
1112	1840.83648
1113	1840.712718
1114	1840.700634
1115	1840.610295
1116	1840.52944
1117	1840.457163
1118	1840.341603
1119	1840.167476
1120	1840.055764
1121	1840.038403
1122	1839.862395
1123	1839.650271
1124	1839.55522
1125	1839.444103
1126	1839.29756
1127	1839.13569
1128	1838.986166
1129	1838.959447
1130	1838.827329
1131	1838.770753
1132	1838.614441
1133	1838.491492
1134	1838.285316
1135	1838.118042
1136	1837.93677
1137	1837.929773
1138	1837.852617
1139	1837.716876
1140	1837.667091
1141	1837.563441
1142	1837.399396
1143	1837.299832
1144	1837.190978
1145	1837.099887
1146	1836.929755
1147	1836.894505
1148	1836.786047
1149	1836.676979
1150	1836.644541
1151	1836.634778
1152	1836.518888
1153	1836.333979
1154	1836.198926
1155	1836.012276
1156	1835.893812
1157	1835.79877
1158	1835.780115
1159	1835.657008
1160	1835.605018
1161	1835.535924
1162	1835.508166
1163	1835.368371
1164	1835.188253
1165	1835.088765
1166	1834.909702
1167	1834.894965
1168	1834.795606
1169	1834.652435
1170	1834.633966
1171	1834.490091
1172	1834.382191
1173	1834.363768
1174	1834.355171
1175	1834.222851
1176	1834.209104
1177	1834.025148
1178	1834.013706
1179	1833.849078
1180	1833.836949
1181	1833.707995
1182	1833.591083
1183	1833.412235
1184	1833.268082
1185	1833.165815
1186	1833.085222
1187	1833.074459
1188	1832.951878
1189	1832.797482
1190	1832.728249
1191	1832.587152
1192	1832.491824
1193	1832.373908
1194	1832.261831
1195	1832.237692
1196	1832.225715
1197	1832.209432
1198	1832.20047
1199	1832.084141
1200	1831.952446
1201	1831.936835
1202	1831.741356
1203	1831.567651
1204	1831.348277
1205	1831.190047
1206	1831.034746
1207	1830.912018
1208	1830.773568
1209	1830.757685
1210	1830.746241
1211	1830.730412
1212	1830.57296
1213	1830.508639
1214	1830.388112
1215	1830.243126
1216	1830.088895
1217	1829.972284
1218	1829.953535
1219	1829.810383
1220	1829.6859
1221	1829.521437
1222	1829.402428
1223	1829.251768
1224	1829.149268
1225	1829.141333
1226	1829.03673
1227	1828.996897
1228	1828.842049
1229	1828.826912
1230	1828.67725
1231	1828.659714
1232	1828.52789
1233	1828.4424
1234	1828.425891
1235	1828.30744
1236	1828.198027
1237	1828.179849
1238	1828.052646
1239	1828.025709
1240	1827.808205
1241	1827.621696
1242	1827.480661
1243	1827.355006
1244	1827.245411
1245	1827.070075
1246	1826.848882
1247	1826.703756
1248	1826.572498
1249	1826.413987
1250	1826.406359
1251	1826.369325
1252	1826.183595
1253	1826.169115
1254	1826.078292
1255	1825.950151
1256	1825.934243
1257	1825.92128
1258	1825.794006
1259	1825.657647
1260	1825.645577
1261	1825.615062
1262	1825.59998
1263	1825.579067
1264	1825.450486
1265	1825.322854
1266	1825.120805
1267	1824.971167
1268	1824.956183
1269	1824.836394
1270	1824.753598
1271	1824.639452
1272	1824.496233
1273	1824.383678
1274	1824.231771
1275	1824.081512
1276	1824.065553
1277	1823.87931
1278	1823.794495
1279	1823.692359
1280	1823.676885
1281	1823.528973
1282	1823.37851
1283	1823.364127
1284	1823.349714
1285	1823.334926
1286	1823.221653
1287	1823.12421
1288	1822.98948
1289	1822.975579
1290	1822.961703
1291	1822.852823
1292	1822.644716
1293	1822.516977
1294	1822.503734
1295	1822.430631
1296	1822.411376
1297	1822.394884
1298	1822.223172
1299	1822.083339
1300	1821.946876
1301	1821.816581
1302	1821.658262
1303	1821.525909
1304	1821.508044
1305	1821.396421
1306	1821.271397
1307	1821.242426
1308	1821.226875
1309	1821.211314
1310	1821.102712
1311	1821.012865
1312	1820.982823
1313	1820.827193
1314	1820.641564
1315	1820.625598
1316	1820.6097
1317	1820.508756
1318	1820.381645
1319	1820.317476
1320	1820.109897
1321	1820.007221
1322	1819.886999
1323	1819.735523
1324	1819.560812
1325	1819.371081
1326	1819.211
1327	1819.194498
1328	1819.09573
1329	1819.080046
1330	1819.064449
1331	1818.915498
1332	1818.792461
1333	1818.661428
1334	1818.532526
1335	1818.353692
1336	1818.209441
1337	1818.194673
1338	1818.042819
1339	1818.027481
1340	1817.886758
1341	1817.87398
1342	1817.695176
1343	1817.673193
1344	1817.529464
1345	1817.519527
1346	1817.380118
1347	1817.269389
1348	1817.254357
1349	1817.238225
1350	1817.092569
1351	1817.063236
1352	1816.959853
1353	1816.851261
1354	1816.839068
1355	1816.688396
1356	1816.551343
1357	1816.537751
1358	1816.435054
1359	1816.228447
1360	1816.082346
1361	1816.007482
1362	1815.866322
1363	1815.855462
1364	1815.676302
1365	1815.55894
1366	1815.381209
1367	1815.293264
1368	1815.15766
1369	1815.028682
1370	1814.90131
1371	1814.779462
1372	1814.660864
1373	1814.649264
1374	1814.555387
1375	1814.54146
1376	1814.529345
1377	1814.513788
1378	1814.392721
1379	1814.379889
1380	1814.263001
1381	1814.166565
1382	1814.04369
1383	1813.940751
1384	1813.845931
1385	1813.713264
1386	1813.573984
1387	1813.395815
1388	1813.290166
1389	1813.192011
1390	1813.179363
1391	1813.165244
1392	1813.151223
1393	1812.986306
1394	1812.873782
1395	1812.860965
1396	1812.78723
1397	1812.612148
1398	1812.599409
1399	1812.46171
1400	1812.391888
1401	1812.296194
1402	1812.086412
1403	1811.999181
1404	1811.883068
1405	1811.866817
1406	1811.854009
1407	1811.839163
1408	1811.692338
1409	1811.504873
1410	1811.491288
1411	1811.460228
1412	1811.329942
1413	1811.165357
1414	1811.007301
1415	1810.993863
1416	1810.853213
1417	1810.743039
1418	1810.610128
1419	1810.407657
1420	1810.239234
1421	1810.227298
1422	1810.2151
1423	1810.096953
1424	1809.954888
1425	1809.766888
1426	1809.755465
1427	1809.730631
1428	1809.618034
1429	1809.536935
1430	1809.523768
1431	1809.402631
1432	1809.389582
1433	1809.252139
1434	1809.149528
1435	1809.013573
1436	1808.884034
1437	1808.797617
1438	1808.677481
1439	1808.52502
1440	1808.427013
1441	1808.284199
1442	1808.157459
1443	1808.022263
1444	1807.888534
1445	1807.769338
1446	1807.691989
1447	1807.67991
1448	1807.544764
1449	1807.385537
1450	1807.284132
1451	1807.271948
1452	1807.140941
1453	1807.129323
1454	1806.999586
1455	1806.895016
1456	1806.755392
1457	1806.743337
1458	1806.622556
1459	1806.470536
1460	1806.352258
1461	1806.227371
1462	1806.098914
1463	1806.086535
1464	1805.988931
1465	1805.887488
1466	1805.774285
1467	1805.679271
1468	1805.667866
1469	1805.528145
1470	1805.486409
1471	1805.47612
1472	1805.305799
1473	1805.208649
1474	1805.045978
1475	1804.956175
1476	1804.813426
1477	1804.802862
1478	1804.749076
1479	1804.560047
1480	1804.35393
1481	1804.314508
1482	1804.221078
1483	1804.099144
1484	1804.024961
1485	1803.90862
1486	1803.897742
1487	1803.886945
1488	1803.876583
1489	1803.79309
1490	1803.661933
1491	1803.49233
1492	1803.317074
1493	1803.217198
1494	1803.102616
1495	1802.979307
1496	1802.856712
1497	1802.720481
1498	1802.636194
1499	1802.606658
1500	1802.57926
1501	1802.48507
1502	1802.357533
1503	1802.262388
1504	1802.190055
1505	1802.044384
1506	1802.032377
1507	1801.924168
1508	1801.790476
1509	1801.639447
1510	1801.514402
1511	1801.417998
1512	1801.404827
1513	1801.371917
1514	1801.2082
1515	1801.177567
1516	1801.106354
1517	1801.011443
1518	1800.981408
1519	1800.841319
1520	1800.725314
1521	1800.65196
1522	1800.55091
1523	1800.473285
1524	1800.338205
1525	1800.327459
1526	1800.242833
1527	1800.232149
1528	1800.11028
1529	1799.972709
1530	1799.89902
1531	1799.717469
1532	1799.499269
1533	1799.382397
1534	1799.285534
1535	1799.173162
1536	1799.023197
1537	1798.855713
1538	1798.84588
1539	1798.753645
1540	1798.556474
1541	1798.460757
1542	1798.342957
1543	1798.231298
1544	1798.151727
1545	1798.053859
1546	1797.942991
1547	1797.932835
1548	1797.8581
1549	1797.775769
1550	1797.765459
1551	1797.65575
1552	1797.513105
1553	1797.45016
1554	1797.437434
1555	1797.300947
1556	1797.187673
1557	1797.067316
1558	1796.913614
1559	1796.817847
1560	1796.693198
1561	1796.570726
1562	1796.441703
1563	1796.339078
1564	1796.231549
1565	1796.119029
1566	1795.976888
1567	1795.966938
1568	1795.956837
1569	1795.774851
1570	1795.695537
1571	1795.560037
1572	1795.429147
1573	1795.33619
1574	1795.195823
1575	1795.110634
1576	1795.031728
1577	1794.899867
1578	1794.887377
1579	1794.802502
1580	1794.736373
1581	1794.562003
1582	1794.445609
1583	1794.315418
1584	1794.15989
1585	1794.097934
1586	1794.085756
1587	1793.961392
1588	1793.932345
1589	1793.788759
1590	1793.642245
1591	1793.604879
1592	1793.425247
1593	1793.292073
1594	1793.144501
1595	1793.008438
1596	1792.986493
1597	1792.962203
1598	1792.843509
1599	1792.763481
1600	1792.75373
1601	1792.647185
1602	1792.515593
1603	1792.391071
1604	1792.253404
1605	1792.122156
1606	1791.969517
1607	1791.867582
1608	1791.78117
1609	1791.771649
1610	1791.656753
1611	1791.600913
1612	1791.591148
1613	1791.477657
1614	1791.399401
1615	1791.339378
1616	1791.226456
1617	1791.120468
1618	1791.023467
1619	1791.013933
1620	1791.004435
1621	1790.994843
1622	1790.985325
1623	1790.957248
1624	1790.884632
1625	1790.875388
1626	1790.769954
1627	1790.76076
1628	1790.682182
1629	1790.672823
1630	1790.557225
1631	1790.456311
1632	1790.447252
1633	1790.364131
1634	1790.2775
1635	1790.190732
1636	1790.111163
1637	1790.084017
1638	1789.990245
1639	1789.882512
1640	1789.757986
1641	1789.674542
1642	1789.616484
1643	1789.534002
1644	1789.458007
1645	1789.448941
1646	1789.374606
1647	1789.172871
1648	1789.09535
1649	1788.99185
1650	1788.982708
1651	1788.914422
1652	1788.772214
1653	1788.623506
1654	1788.446599
1655	1788.328415
1656	1788.179898
1657	1788.123002
1658	1788.049824
1659	1787.944821
1660	1787.839722
1661	1787.816609
1662	1787.788018
1663	1787.660143
